Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status,arrival_full_date
inn13624,2,0,1,2,meal plan 1,0,room_type 1,302,offline,0,0,0,100.0,0,canceled,2018-09-16
inn13625,3,0,1,2,meal plan 2,0,room_type 1,161,offline,0,0,0,130.0,0,canceled,2018-03-25
inn13626,2,0,0,3,meal plan 1,0,room_type 4,55,online,0,0,0,149.4,0,canceled,2018-08-16
inn13627,2,0,2,3,meal plan 1,0,room_type 1,148,online,0,0,0,79.9,2,canceled,2017-08-28
inn13628,2,0,2,5,meal plan 1,0,room_type 1,29,online,0,0,0,81.54,1,not_canceled,2018-02-06
inn13629,2,0,1,2,meal plan 1,0,room_type 1,198,offline,0,0,0,90.0,0,canceled,2018-09-09
inn13630,2,0,0,4,meal plan 1,0,room_type 1,323,offline,0,0,0,70.0,0,canceled,2018-05-17
inn13631,2,0,2,1,meal plan 1,0,room_type 1,221,offline,0,0,0,65.0,0,not_canceled,2017-10-10
inn13632,1,0,0,2,not selected,0,room_type 1,3,online,0,0,0,84.0,2,not_canceled,2018-04-07
inn13633,2,0,0,3,meal plan 1,0,room_type 1,103,offline,0,0,0,95.0,0,canceled,2018-05-04
inn13634,2,0,2,0,meal plan 1,0,room_type 4,48,online,0,0,0,118.8,1,not_canceled,2018-04-10
inn13635,2,0,0,1,not selected,0,room_type 1,3,online,0,0,0,75.0,0,not_canceled,2017-12-04
inn13636,1,0,1,0,meal plan 1,0,room_type 1,13,online,0,0,0,95.0,1,not_canceled,2018-04-18
inn13637,1,0,0,2,meal plan 1,0,room_type 1,58,offline,0,0,0,85.5,0,not_canceled,2018-01-27
inn13638,2,0,1,2,meal plan 1,0,room_type 1,62,online,0,0,0,60.29,1,not_canceled,2018-03-11
inn13640,1,0,2,5,meal plan 1,0,room_type 1,7,corporate,1,0,2,65.0,1,not_canceled,2018-11-02
inn13641,2,0,0,1,not selected,0,room_type 1,0,online,0,0,0,89.0,1,not_canceled,2018-04-13
inn13642,2,0,2,1,meal plan 1,0,room_type 1,22,online,0,0,0,137.67,0,canceled,2018-05-01
inn13644,2,2,1,2,meal plan 1,0,room_type 6,79,online,0,0,0,162.3,2,not_canceled,2018-04-04
inn13645,2,1,2,3,meal plan 1,0,room_type 4,34,offline,0,0,0,90.0,1,not_canceled,2017-10-25
inn13646,1,0,2,0,meal plan 2,0,room_type 1,386,offline,0,0,0,90.0,0,canceled,2018-10-23
inn13647,2,0,0,2,meal plan 2,0,room_type 1,74,offline,0,0,0,109.0,0,not_canceled,2017-09-18
inn13648,1,0,0,2,meal plan 2,0,room_type 1,320,offline,0,0,0,90.0,0,not_canceled,2018-08-18
inn13649,2,1,0,3,meal plan 1,0,room_type 1,93,online,0,0,0,149.1,2,canceled,2018-09-01
inn13650,2,0,2,2,meal plan 1,0,room_type 4,5,online,0,0,0,117.73,0,canceled,2018-05-29
inn13651,1,0,1,3,meal plan 1,0,room_type 1,6,online,0,0,0,121.75,2,not_canceled,2018-10-31
inn13652,2,0,0,3,meal plan 1,0,room_type 1,104,online,0,0,0,76.5,0,canceled,2017-08-18
inn13653,2,0,1,2,meal plan 1,0,room_type 4,53,online,0,0,0,140.7,0,not_canceled,2018-08-26
inn13654,2,0,2,0,not selected,0,room_type 1,7,online,0,0,0,82.66,1,not_canceled,2018-06-26
inn13655,3,0,0,2,meal plan 1,0,room_type 1,2,online,0,0,0,109.61,1,not_canceled,2017-12-29
inn13656,2,0,0,2,not selected,0,room_type 1,2,online,0,0,0,98.0,0,not_canceled,2018-03-22
inn13657,2,0,0,2,meal plan 1,0,room_type 4,88,online,0,0,0,104.4,1,not_canceled,2018-10-25
inn13658,2,0,0,3,meal plan 1,0,room_type 1,276,offline,0,0,0,95.0,0,canceled,2018-09-22
inn13659,3,0,2,1,meal plan 1,1,room_type 4,14,online,0,0,0,159.33,2,not_canceled,2018-06-12
inn13660,2,1,0,4,meal plan 1,0,room_type 1,79,online,0,0,0,122.0,2,not_canceled,2018-11-29
inn13661,1,0,1,0,meal plan 1,0,room_type 1,35,corporate,0,0,0,89.0,0,not_canceled,2018-05-16
inn13662,2,0,2,1,meal plan 1,0,room_type 1,221,offline,0,0,0,65.0,0,not_canceled,2017-10-17
inn13663,1,0,0,1,meal plan 1,0,room_type 1,163,offline,0,0,0,115.0,0,canceled,2018-10-15
inn13664,2,0,1,1,meal plan 1,0,room_type 1,38,offline,0,0,0,85.5,0,not_canceled,2018-06-18
inn13665,2,0,0,1,not selected,0,room_type 1,1,online,0,0,0,59.03,1,not_canceled,2018-12-23
inn13666,2,0,0,3,meal plan 1,0,room_type 1,5,online,0,0,0,101.0,0,canceled,2018-03-08
inn13667,2,0,0,2,meal plan 1,0,room_type 1,1,online,0,0,0,103.0,0,not_canceled,2018-03-08
inn13668,2,0,0,1,meal plan 1,0,room_type 4,18,online,0,0,0,95.48,1,not_canceled,2018-03-17
inn13669,2,0,2,2,not selected,0,room_type 1,18,online,0,0,0,74.8,0,canceled,2018-11-25
inn13670,2,0,1,2,not selected,0,room_type 1,58,online,0,0,0,94.5,0,canceled,2018-07-18
inn13671,2,0,1,4,meal plan 1,0,room_type 4,91,online,0,0,0,109.29,2,not_canceled,2018-09-07
inn13672,2,0,1,3,meal plan 1,0,room_type 1,223,online,0,0,0,102.85,0,canceled,2018-10-03
inn13673,1,0,1,4,meal plan 1,0,room_type 4,6,aviation,0,0,0,110.0,0,not_canceled,2018-10-26
inn13674,2,0,1,1,not selected,1,room_type 1,4,online,0,0,0,168.0,2,not_canceled,2018-08-08
inn13675,2,2,0,2,not selected,1,room_type 6,1,online,0,0,0,162.0,0,not_canceled,2017-08-11
inn13676,1,0,0,3,meal plan 2,0,room_type 1,36,offline,0,0,0,91.0,0,not_canceled,2017-10-13
inn13677,2,2,0,2,meal plan 1,1,room_type 6,4,online,0,0,0,220.0,2,not_canceled,2018-06-16
inn13678,1,0,0,1,meal plan 1,1,room_type 1,8,corporate,1,0,6,98.0,1,not_canceled,2018-06-01
inn13679,1,0,0,1,meal plan 1,0,room_type 1,8,online,0,0,0,96.0,0,not_canceled,2018-03-08
inn13680,2,0,1,0,not selected,0,room_type 1,19,online,0,0,0,89.0,0,not_canceled,2018-09-12
inn13681,2,1,2,5,meal plan 1,0,room_type 1,237,online,0,0,0,80.26,0,canceled,2018-12-28
inn13682,2,0,0,2,meal plan 1,0,room_type 1,94,online,0,0,0,72.25,1,not_canceled,2017-12-03
inn13683,2,0,1,4,meal plan 1,0,room_type 1,275,offline,0,0,0,90.0,0,canceled,2018-10-05
inn13684,2,0,0,2,meal plan 1,0,room_type 1,211,offline,0,0,0,100.0,0,canceled,2018-05-20
inn13685,2,0,0,3,meal plan 1,0,room_type 1,37,offline,0,0,0,105.0,0,not_canceled,2018-10-13
inn13686,1,0,0,3,meal plan 1,0,room_type 1,0,corporate,1,0,2,66.0,0,not_canceled,2018-01-19
inn13687,2,0,0,2,meal plan 2,0,room_type 1,74,offline,0,0,0,109.0,0,not_canceled,2017-09-18
inn13688,2,0,0,1,meal plan 1,0,room_type 1,1,online,0,0,0,91.0,1,not_canceled,2018-02-13
inn13689,1,0,1,2,meal plan 1,0,room_type 1,0,corporate,0,0,0,185.0,0,not_canceled,2018-09-19
inn13690,2,0,0,3,meal plan 2,0,room_type 4,42,online,0,0,0,157.5,0,canceled,2018-08-31
inn13691,2,0,1,2,meal plan 1,0,room_type 1,267,offline,0,0,0,95.0,0,canceled,2018-09-30
inn13692,2,0,0,1,not selected,0,room_type 1,149,online,0,0,0,95.4,0,not_canceled,2018-06-03
inn13693,2,0,0,1,meal plan 1,0,room_type 4,57,online,0,0,0,115.04,2,not_canceled,2018-09-21
inn13694,2,0,0,2,meal plan 1,0,room_type 1,47,online,0,0,0,93.6,1,not_canceled,2018-11-25
inn13695,2,0,2,2,meal plan 1,0,room_type 1,102,offline,0,0,0,72.25,0,not_canceled,2018-07-08
inn13696,2,0,2,0,meal plan 1,0,room_type 1,146,offline,0,0,0,95.0,0,canceled,2018-04-24
inn13697,3,0,1,2,not selected,0,room_type 1,14,online,0,0,0,100.87,0,canceled,2017-09-14
inn13698,2,0,1,3,not selected,0,room_type 1,72,online,0,0,0,61.21,1,not_canceled,2018-04-04
inn13699,2,0,2,2,meal plan 1,0,room_type 1,92,online,0,0,0,119.85,2,not_canceled,2018-06-10
inn13700,1,0,1,1,not selected,0,room_type 1,0,online,0,0,0,66.13,0,not_canceled,2018-10-15
inn13701,3,0,2,5,meal plan 1,0,room_type 4,116,online,0,0,0,145.41,0,canceled,2018-08-05
inn13702,2,0,0,2,meal plan 2,0,room_type 1,346,offline,0,0,0,115.0,1,canceled,2018-09-13
inn13703,1,0,1,2,meal plan 1,0,room_type 1,11,offline,0,0,0,77.0,0,not_canceled,2017-10-19
inn13704,2,0,0,3,meal plan 2,0,room_type 1,150,offline,0,0,0,90.0,1,not_canceled,2018-06-16
inn13705,2,0,0,1,meal plan 1,0,room_type 1,95,online,0,0,0,72.25,2,not_canceled,2017-12-05
inn13706,2,0,1,4,meal plan 1,0,room_type 4,51,online,0,0,0,90.2,1,not_canceled,2018-08-31
inn13707,2,0,0,3,meal plan 1,0,room_type 1,143,offline,0,0,0,100.0,1,not_canceled,2018-08-25
inn13708,2,0,2,1,meal plan 1,0,room_type 4,20,online,0,0,0,175.0,2,not_canceled,2018-08-21
inn13709,2,0,0,1,meal plan 1,0,room_type 1,42,online,0,0,0,86.4,1,not_canceled,2017-09-30
inn13710,2,0,1,1,meal plan 1,0,room_type 1,32,offline,0,0,0,105.0,1,not_canceled,2018-07-18
inn13711,3,0,0,3,meal plan 1,0,room_type 4,117,online,0,0,0,149.3,2,not_canceled,2018-05-05
inn13712,2,0,0,1,meal plan 1,0,room_type 1,53,offline,0,0,0,120.0,0,not_canceled,2018-10-14
inn13713,2,0,0,2,meal plan 2,0,room_type 1,39,offline,0,0,0,109.0,0,not_canceled,2017-08-14
inn13714,2,0,0,2,meal plan 1,0,room_type 1,46,online,0,0,0,71.0,0,not_canceled,2018-01-01
inn13715,2,0,0,4,not selected,0,room_type 1,122,online,0,0,0,94.35,2,not_canceled,2018-05-11
inn13716,1,0,0,2,meal plan 1,0,room_type 1,2,corporate,1,0,1,65.0,1,not_canceled,2018-11-02
inn13717,2,0,1,3,meal plan 1,0,room_type 1,163,online,0,0,0,78.96,1,not_canceled,2018-08-08
inn13718,2,0,1,3,meal plan 1,0,room_type 1,11,offline,0,0,0,70.0,0,not_canceled,2018-03-07
inn13719,2,0,1,1,meal plan 1,0,room_type 1,51,online,0,0,0,135.9,2,not_canceled,2018-09-26
inn13720,2,0,0,2,meal plan 2,0,room_type 1,292,offline,0,0,0,115.0,0,canceled,2018-07-21
inn13721,2,0,0,1,meal plan 1,0,room_type 1,8,offline,0,0,0,130.0,0,not_canceled,2018-11-05
inn13722,2,0,1,2,meal plan 1,0,room_type 1,120,online,0,0,0,126.9,0,canceled,2018-06-10
inn13723,2,0,1,3,not selected,0,room_type 1,10,online,0,0,0,78.63,1,not_canceled,2017-11-23
inn13724,2,0,0,2,meal plan 2,0,room_type 1,102,offline,0,0,0,109.0,0,not_canceled,2017-10-16
inn13725,2,0,0,2,meal plan 1,0,room_type 4,9,online,0,0,0,166.0,0,not_canceled,2018-07-14
inn13726,3,0,0,2,meal plan 1,0,room_type 4,130,online,0,0,0,159.3,0,canceled,2018-06-09
inn13727,1,0,1,2,meal plan 1,0,room_type 1,12,online,0,0,0,134.33,0,not_canceled,2018-07-18
inn13728,2,0,0,2,meal plan 2,0,room_type 1,257,offline,0,0,0,101.5,0,canceled,2017-07-01
inn13729,2,0,0,2,not selected,0,room_type 1,53,online,0,0,0,88.0,1,not_canceled,2018-11-04
inn13730,3,0,2,0,meal plan 1,0,room_type 4,10,online,0,0,0,130.0,2,not_canceled,2018-02-07
inn13731,2,0,2,3,meal plan 1,0,room_type 1,46,offline,0,0,0,86.5,0,not_canceled,2018-05-19
inn13732,2,0,0,2,not selected,0,room_type 1,5,online,0,0,0,124.0,0,canceled,2018-07-28
inn13733,1,2,2,3,meal plan 1,0,room_type 4,12,online,0,0,0,97.1,1,not_canceled,2018-02-07
inn13734,2,0,0,2,meal plan 1,0,room_type 4,47,online,0,0,0,112.5,1,canceled,2018-03-18
inn13735,1,0,1,3,not selected,0,room_type 1,53,online,0,0,0,81.7,1,not_canceled,2018-03-17
inn13736,1,0,0,1,meal plan 1,0,room_type 1,99,corporate,0,0,0,81.0,0,not_canceled,2018-02-19
inn13737,2,0,1,1,meal plan 1,0,room_type 1,64,online,0,0,0,105.3,1,not_canceled,2018-04-25
inn13738,2,0,1,1,meal plan 1,0,room_type 1,120,online,0,0,0,95.2,0,not_canceled,2018-04-23
inn13739,2,0,0,3,meal plan 1,0,room_type 5,5,online,0,0,0,122.24,0,not_canceled,2018-08-03
inn13740,2,0,2,1,meal plan 1,0,room_type 1,115,offline,0,0,0,58.0,0,not_canceled,2018-03-26
inn13741,2,1,0,5,meal plan 1,0,room_type 1,132,online,0,0,0,106.2,0,canceled,2018-11-01
inn13742,2,0,0,3,meal plan 1,0,room_type 1,117,online,0,0,0,105.3,0,not_canceled,2018-05-05
inn13743,1,0,0,1,meal plan 1,1,room_type 1,3,corporate,1,0,2,67.0,2,not_canceled,2018-05-12
inn13744,2,0,0,3,meal plan 1,0,room_type 4,122,online,0,0,0,121.5,1,not_canceled,2018-05-12
inn13745,2,0,1,1,not selected,0,room_type 1,6,online,0,0,0,104.0,0,canceled,2018-04-16
inn13746,2,2,0,1,meal plan 1,0,room_type 6,79,online,0,0,0,156.6,1,not_canceled,2018-12-27
inn13747,1,0,0,2,not selected,0,room_type 1,7,online,0,0,0,78.0,1,canceled,2018-11-30
inn13748,2,1,2,1,meal plan 1,0,room_type 1,119,online,0,0,0,121.5,0,not_canceled,2018-07-23
inn13749,2,0,1,3,meal plan 1,0,room_type 4,109,online,0,0,0,131.4,3,not_canceled,2018-08-11
inn13750,3,0,2,3,meal plan 1,0,room_type 1,60,offline,0,0,0,41.76,1,not_canceled,2018-04-09
inn13751,1,0,1,3,meal plan 1,0,room_type 1,28,online,0,0,0,93.4,0,not_canceled,2018-09-05
inn13752,2,0,2,1,meal plan 1,0,room_type 1,63,online,0,0,0,97.71,1,not_canceled,2018-05-22
inn13753,1,0,1,0,meal plan 1,0,room_type 1,24,online,0,0,0,96.0,0,not_canceled,2018-11-20
inn13754,1,0,2,1,meal plan 2,0,room_type 1,220,offline,0,0,0,128.0,0,canceled,2018-09-17
inn13755,2,0,1,1,meal plan 1,0,room_type 1,42,online,0,0,0,94.5,2,not_canceled,2017-10-19
inn13756,2,0,1,2,meal plan 1,0,room_type 1,110,online,0,0,0,114.3,1,not_canceled,2018-07-08
inn13757,2,0,0,1,meal plan 1,0,room_type 4,67,online,0,0,0,140.4,0,canceled,2018-05-04
inn13758,1,0,0,3,meal plan 1,0,room_type 1,45,online,0,0,0,86.4,2,not_canceled,2018-12-08
inn13759,1,0,2,2,meal plan 1,0,room_type 1,54,online,0,0,0,107.55,0,canceled,2018-07-09
inn13760,2,0,0,2,meal plan 2,0,room_type 1,265,offline,0,0,0,115.0,1,canceled,2018-06-24
inn13761,1,0,0,1,meal plan 1,0,room_type 1,14,offline,0,0,0,100.0,0,not_canceled,2017-10-15
inn13762,2,0,0,2,meal plan 1,0,room_type 1,9,online,0,0,0,128.5,1,not_canceled,2017-09-11
inn13763,1,0,0,1,meal plan 1,0,room_type 1,3,corporate,1,0,1,65.0,0,not_canceled,2017-11-05
inn13764,1,0,2,1,meal plan 1,0,room_type 1,116,offline,0,0,0,76.0,0,not_canceled,2018-02-28
inn13766,1,0,0,1,meal plan 1,0,room_type 1,23,corporate,0,0,0,65.0,0,canceled,2017-11-05
inn13767,2,2,0,1,meal plan 1,0,room_type 6,40,online,0,0,0,159.3,0,not_canceled,2017-10-24
inn13768,3,0,2,1,meal plan 1,0,room_type 1,139,online,0,0,0,105.3,0,not_canceled,2018-05-15
inn13769,1,0,0,2,meal plan 1,0,room_type 1,164,offline,0,0,0,100.0,0,not_canceled,2017-10-02
inn13770,2,0,0,3,meal plan 1,0,room_type 4,121,offline,0,0,0,95.04,0,not_canceled,2018-08-03
inn13772,2,0,2,1,meal plan 1,0,room_type 4,34,online,0,0,0,122.4,0,canceled,2018-06-19
inn13773,2,0,3,5,not selected,0,room_type 1,1,online,0,0,0,77.03,1,not_canceled,2018-12-05
inn13774,2,0,0,4,not selected,0,room_type 1,346,online,0,0,0,72.25,0,canceled,2018-12-28
inn13775,2,0,0,3,not selected,0,room_type 1,30,online,0,0,0,134.1,1,not_canceled,2018-08-02
inn13776,2,0,0,3,meal plan 2,0,room_type 1,11,offline,0,0,0,160.0,0,not_canceled,2018-05-24
inn13777,2,1,0,2,meal plan 1,0,room_type 1,186,online,0,0,0,121.5,0,canceled,2018-08-02
inn13778,2,0,0,1,meal plan 1,0,room_type 1,47,online,0,0,0,72.76,1,not_canceled,2017-09-22
inn13779,2,0,0,3,meal plan 1,0,room_type 1,40,online,0,0,0,117.9,0,not_canceled,2018-06-29
inn13780,2,0,1,3,meal plan 1,0,room_type 1,85,online,0,0,0,89.7,2,not_canceled,2018-11-14
inn13781,2,0,1,3,meal plan 1,0,room_type 4,114,online,0,0,0,107.95,0,canceled,2018-05-09
inn13782,2,0,1,0,not selected,0,room_type 1,103,online,0,0,0,80.1,0,not_canceled,2018-10-31
inn13783,2,1,0,3,meal plan 1,0,room_type 1,31,online,0,0,0,149.0,2,not_canceled,2018-10-25
inn13784,3,0,0,3,meal plan 1,0,room_type 4,32,online,0,0,0,140.7,0,canceled,2018-04-13
inn13785,2,0,2,1,not selected,0,room_type 1,7,online,0,0,0,109.0,1,not_canceled,2018-04-23
inn13786,2,0,1,1,meal plan 2,0,room_type 1,247,offline,0,0,0,115.0,1,canceled,2018-06-06
inn13787,1,0,0,2,meal plan 1,0,room_type 1,101,online,0,0,0,68.0,1,not_canceled,2017-08-06
inn13788,2,0,0,2,meal plan 2,0,room_type 1,39,offline,0,0,0,101.5,0,not_canceled,2017-08-14
inn13789,2,0,2,0,meal plan 2,0,room_type 1,75,offline,0,0,0,105.0,0,canceled,2018-10-30
inn13790,1,0,0,1,meal plan 1,0,room_type 1,1,corporate,1,0,3,65.0,1,not_canceled,2018-02-03
inn13791,2,0,1,2,meal plan 1,0,room_type 1,118,online,0,0,0,105.3,1,not_canceled,2018-05-09
inn13792,2,0,2,2,meal plan 1,0,room_type 1,14,online,0,0,0,151.0,1,not_canceled,2018-07-03
inn13793,2,0,0,2,meal plan 1,0,room_type 1,71,online,0,0,0,78.3,1,canceled,2018-03-04
inn13794,2,1,1,2,meal plan 1,0,room_type 1,19,online,0,0,0,89.3,2,not_canceled,2018-01-29
inn13795,2,0,0,1,meal plan 1,0,room_type 1,0,online,0,0,0,126.0,0,not_canceled,2017-10-01
inn13796,2,0,1,3,meal plan 1,0,room_type 1,57,online,0,0,0,94.5,0,canceled,2018-06-20
inn13797,2,0,0,2,meal plan 2,0,room_type 1,346,offline,0,0,0,115.0,1,canceled,2018-09-13
inn13798,2,1,0,2,meal plan 1,0,room_type 1,120,online,0,0,0,121.5,0,canceled,2018-07-14
inn13799,2,0,2,4,meal plan 1,0,room_type 1,95,offline,0,0,0,68.0,0,not_canceled,2018-10-30
inn13800,2,0,2,0,meal plan 2,0,room_type 1,386,offline,0,0,0,115.0,1,canceled,2018-10-23
inn13801,2,0,0,2,not selected,0,room_type 1,56,online,0,0,0,116.1,0,canceled,2018-05-13
inn13802,1,0,0,1,meal plan 1,0,room_type 1,14,online,0,0,0,96.0,1,not_canceled,2018-07-20
inn13803,2,0,2,4,meal plan 1,0,room_type 4,53,online,0,0,0,128.1,2,not_canceled,2018-09-04
inn13804,3,0,1,0,not selected,0,room_type 1,32,online,0,0,0,115.1,0,canceled,2018-04-17
inn13805,1,0,0,3,meal plan 1,0,room_type 1,37,offline,0,0,0,95.0,0,not_canceled,2018-10-13
inn13806,1,0,0,2,meal plan 1,0,room_type 1,192,offline,0,0,0,95.0,0,not_canceled,2018-06-24
inn13807,2,0,0,2,meal plan 1,0,room_type 1,61,online,0,0,0,89.25,2,not_canceled,2017-10-28
inn13808,2,0,0,3,meal plan 1,0,room_type 4,10,online,0,0,0,152.53,0,not_canceled,2018-09-29
inn13809,2,0,0,1,not selected,0,room_type 1,0,online,0,0,0,89.0,0,not_canceled,2018-07-29
inn13810,2,0,0,1,meal plan 2,0,room_type 1,55,offline,0,0,0,104.0,0,not_canceled,2018-04-06
inn13811,1,0,1,0,meal plan 1,0,room_type 1,7,online,0,0,0,104.0,0,canceled,2018-04-18
inn13812,3,0,3,5,meal plan 1,0,room_type 1,123,offline,0,0,0,96.9,2,not_canceled,2018-07-31
inn13813,2,0,1,2,not selected,0,room_type 1,198,online,0,0,0,73.46,1,not_canceled,2018-04-22
inn13814,2,0,2,3,meal plan 1,0,room_type 1,11,corporate,0,0,0,100.0,0,not_canceled,2017-10-11
inn13815,2,0,2,4,not selected,0,room_type 1,144,online,0,0,0,89.25,0,canceled,2018-07-15
inn13816,2,0,1,2,meal plan 1,0,room_type 1,66,offline,0,0,0,75.0,0,not_canceled,2017-10-09
inn13817,1,0,0,1,meal plan 1,0,room_type 1,3,complementary,0,0,0,0.0,0,not_canceled,2017-09-17
inn13818,1,0,0,2,meal plan 1,0,room_type 1,22,corporate,0,0,0,89.0,0,not_canceled,2018-03-16
inn13819,1,0,0,2,meal plan 1,0,room_type 1,298,offline,0,0,0,76.0,0,not_canceled,2018-05-10
inn13820,1,0,0,1,meal plan 1,0,room_type 1,6,corporate,0,0,0,65.0,0,not_canceled,2017-08-12
inn13821,1,0,0,1,meal plan 1,0,room_type 1,6,offline,0,0,0,106.0,0,not_canceled,2018-07-20
inn13822,2,0,1,2,meal plan 1,0,room_type 1,31,offline,0,0,0,85.0,0,not_canceled,2018-10-14
inn13823,1,0,0,1,meal plan 1,0,room_type 5,2,corporate,1,0,1,105.0,0,not_canceled,2018-12-21
inn13824,1,0,1,1,meal plan 1,0,room_type 1,82,offline,0,0,0,80.0,1,not_canceled,2018-05-02
inn13825,2,0,0,1,not selected,0,room_type 1,0,online,0,0,0,86.0,0,not_canceled,2018-01-01
inn13826,2,0,2,1,meal plan 1,0,room_type 6,19,online,0,0,0,165.0,1,not_canceled,2017-09-05
inn13827,2,0,1,3,meal plan 2,0,room_type 1,21,online,0,0,0,122.19,1,not_canceled,2018-12-01
inn13828,2,0,0,2,meal plan 1,0,room_type 4,32,online,0,0,0,157.5,2,not_canceled,2018-10-06
inn13829,2,0,2,3,meal plan 1,0,room_type 4,10,online,0,0,0,120.36,2,not_canceled,2018-12-30
inn13830,2,0,2,0,meal plan 1,0,room_type 1,69,online,0,0,0,76.5,1,canceled,2017-07-12
inn13831,2,0,0,3,meal plan 1,0,room_type 4,62,online,0,0,0,111.6,1,not_canceled,2018-10-25
inn13832,3,0,2,0,meal plan 1,0,room_type 4,1,online,0,0,0,232.5,1,not_canceled,2018-11-06
inn13833,2,0,1,4,meal plan 1,0,room_type 1,124,online,0,0,0,114.3,0,canceled,2018-08-08
inn13834,3,0,2,2,meal plan 1,0,room_type 4,183,online,0,0,0,123.3,0,canceled,2018-10-28
inn13835,3,0,2,4,meal plan 1,0,room_type 4,140,online,0,0,0,103.42,2,not_canceled,2018-05-28
inn13836,2,0,1,2,meal plan 1,0,room_type 1,126,offline,0,0,0,86.36,0,not_canceled,2018-08-08
inn13837,2,0,0,2,meal plan 1,0,room_type 1,44,online,0,0,0,98.8,2,not_canceled,2018-11-22
inn13838,2,0,2,2,not selected,0,room_type 1,186,online,0,0,0,102.6,2,canceled,2018-09-30
inn13839,2,0,1,1,meal plan 1,0,room_type 7,40,online,0,0,0,205.38,1,not_canceled,2018-08-13
inn13840,2,0,0,1,meal plan 1,0,room_type 1,10,offline,0,0,0,85.0,1,not_canceled,2017-09-05
inn13841,1,0,1,3,meal plan 1,0,room_type 1,0,offline,0,0,0,65.0,0,not_canceled,2018-12-29
inn13842,2,0,2,5,not selected,0,room_type 1,279,online,0,0,0,80.75,1,canceled,2018-08-25
inn13843,2,0,0,1,not selected,0,room_type 1,36,online,0,0,0,89.1,2,not_canceled,2018-06-01
inn13844,2,0,0,3,meal plan 1,0,room_type 1,104,offline,0,0,0,75.0,0,not_canceled,2017-12-03
inn13845,2,0,0,1,not selected,0,room_type 1,5,online,0,0,0,99.0,1,not_canceled,2018-04-02
inn13846,1,0,1,4,not selected,0,room_type 1,42,online,0,0,0,73.15,1,not_canceled,2017-10-26
inn13847,2,0,0,2,meal plan 1,0,room_type 1,1,corporate,0,0,0,79.5,0,not_canceled,2018-07-26
inn13848,2,0,0,3,meal plan 1,0,room_type 1,105,offline,0,0,0,37.5,0,not_canceled,2018-10-12
inn13849,2,1,2,2,not selected,0,room_type 1,12,online,0,0,0,75.0,0,not_canceled,2018-01-15
inn13850,2,0,1,2,meal plan 1,0,room_type 1,273,offline,0,0,0,95.0,0,canceled,2018-05-13
inn13851,1,0,2,1,meal plan 2,0,room_type 1,122,offline,0,0,0,86.0,0,not_canceled,2018-03-27
inn13852,2,0,0,2,meal plan 2,0,room_type 1,0,offline,0,0,0,109.0,0,not_canceled,2017-08-14
inn13853,1,0,1,3,meal plan 1,0,room_type 4,4,aviation,0,0,0,110.0,0,not_canceled,2018-10-24
inn13854,2,0,0,2,meal plan 1,0,room_type 1,18,online,0,0,0,151.0,1,not_canceled,2018-08-16
inn13855,2,0,0,2,not selected,0,room_type 1,49,online,0,0,0,79.2,2,not_canceled,2018-11-03
inn13856,2,1,2,5,meal plan 1,0,room_type 4,46,online,0,0,0,76.48,1,canceled,2018-03-15
inn13857,2,0,0,1,meal plan 1,0,room_type 1,1,online,0,0,0,130.94,1,not_canceled,2018-09-20
inn13858,2,0,0,1,not selected,0,room_type 1,1,online,0,0,0,158.0,2,not_canceled,2018-08-09
inn13859,2,0,0,1,meal plan 1,0,room_type 4,2,online,0,0,0,200.0,1,not_canceled,2017-09-19
inn13860,2,0,1,2,meal plan 1,0,room_type 1,11,online,0,0,0,90.0,0,not_canceled,2017-08-21
inn13861,2,0,0,4,not selected,0,room_type 1,2,online,0,0,0,124.5,1,not_canceled,2018-06-28
inn13862,2,0,0,3,meal plan 1,0,room_type 1,58,offline,0,0,0,75.0,0,not_canceled,2018-11-16
inn13863,2,0,1,0,not selected,0,room_type 1,48,online,0,0,0,79.2,1,not_canceled,2018-11-06
inn13864,1,0,2,4,meal plan 1,0,room_type 1,245,offline,0,0,0,110.0,0,canceled,2018-07-06
inn13865,2,0,2,3,meal plan 1,0,room_type 1,26,offline,0,0,0,85.0,0,not_canceled,2018-10-16
inn13866,1,0,0,2,meal plan 2,0,room_type 1,102,offline,0,0,0,87.0,0,not_canceled,2017-10-16
inn13867,2,1,1,0,meal plan 1,0,room_type 1,186,online,0,0,0,112.5,0,canceled,2018-08-28
inn13868,2,0,0,2,meal plan 1,0,room_type 4,54,online,0,0,0,106.2,3,not_canceled,2018-11-11
inn13869,2,0,1,4,meal plan 1,0,room_type 1,114,online,0,0,0,129.6,1,not_canceled,2018-09-12
inn13870,2,0,1,2,meal plan 1,0,room_type 4,95,online,0,0,0,185.4,1,not_canceled,2018-11-07
inn13871,2,0,0,4,meal plan 1,0,room_type 1,106,online,0,0,0,92.28,1,not_canceled,2018-06-08
inn13872,1,0,0,1,meal plan 1,0,room_type 1,0,online,0,0,0,79.0,0,not_canceled,2018-02-10
